,raw_pub,best_match,best_match_prob
6026,"sentences bite like the acids of the etcher."" h R of Rs",R of Rs,74.33333333333333
6027,-) Boston Transcript plO O,Boston Transcript,95.0
6028,Spec 119:sup623 D,Spec,79.33333333333333
6029,-) The Time* [London] Lit Sup,Times [London] Lit Sup,90.33333333333333
6030,Boston Transcript pG Je,Boston Transcript,95.0
6031,h WIs Lib Bui,Wis Lib Bui,94.33333333333333
6032,p. Dial,Dial,93.33333333333333
6033,"drawing is fearless and generally consistent."" h Bellman",Bellman,74.33333333333333
6034,f Boston Trantcrlpt,Boston Transcript,84.66666666666667
6035,Lit D 54:1088'Ap,Lit D,82.66666666666667
6037,-t New Repub 10:supll Ap,New Repub,85.33333333333333
6038,.-f- Boston Transcript,Boston Transcript,98.0
6039,"not have a stronger center for his story."" Sprlngf'd Republican",Springfield Republican,63.666666666666664
6040,Cleveland plO-1 S,Cleveland Open Shelf,72.0
6041,Sat R 122:sup6 D,Sat R,82.66666666666667
6043,"of a dauntless spirit over adverse conditions."" h Cath World",Cath World,76.33333333333333
6044,f- N Y Call,N,72.66666666666667
6046,"Do,,km",Bookm,60.0
6047,"readable, and often extremely diverting."" Boston Transcript",Boston Transcript,82.33333333333333
6048,•f Spec,Spec,93.33333333333333
6049,CLondon3 Ll* Sup,Times [London] Lit Sup,65.0
6050,Spring I'd Republican pi:. S,Springfield Republican,74.66666666666667
6052,Science n s,S,72.33333333333333
6054,(Review of v,Review,90.33333333333333
6055,h Lit D,Lit D,94.33333333333333
6056,manner. ^^ Tlmes [London] Lit Sup,Times [London] Lit Sup,86.0
6057,-i Pub W,Pub W,94.33333333333333
6058,-( Cleveland,Cleveland Open Shelf,79.0
6059,"traces of a better self revealed in it."" h Dial",Dial,72.0
6060,New Repub 13:supl6 N,New Repub,87.33333333333333
6061,-) Ath,Ath,100.0
6062,H- Ind,Ind,91.66666666666667
6063,A L A Ekl HtM D,A L A Bkl,72.0
6064,Books (N Y Herald Tribune) pi S,Books (N Y Herald Tribune),97.0
6065,|- Nation,Nation,100.0
6066,No Am 224:adv N,No Am,83.33333333333333
6067,R of Rs 76:adv23 N,R of Rs,85.33333333333333
6068,Books (N Y Herald Tribune),Books (N Y Herald Tribune),100.0
6069,Books (N Y Herald Tribune) plO Je,Books (N Y Herald Tribune),95.66666666666667
6070,Pittsbugh Mo Bui,Pittsburgh Mo Bui,96.0
6071,Times [[London] Lit Sup,Times [London] Lit Sup,98.33333333333333
6072,"Tangye."" Times [London] Lit Sup",Times [London] Lit Sup,95.0
6073,Books (N Y Herald Tribune) pll D,Books (N Y Herald Tribune),96.33333333333333
6074,No Am 224:adv D,No Am,83.33333333333333
6075,Books (N Y Herald Tribune) pll My,Books (N Y Herald Tribune),95.66666666666667
6076,N Y World pSm D,N Y World,91.66666666666667
6077,"almost nothing."" L. P. Hartley h Sat R",Sat R,75.33333333333333
6078,Cleveland Open Shelf pill S,Cleveland Open Shelf,95.0
6079,vests her characters at times with an,N Y Times,57.666666666666664
6080,Bookm 65:xxxvi Ap,Bookm,81.66666666666667
6081,Lit R pi My,Lit R,87.33333333333333
6082,N Y Time* pll Mr,Time,80.66666666666667
6083,Books (N V Herald Tribune),Books (N Y Herald Tribune),96.0
6084,"t,,8?0*8 <N Y Herald Tribune)",Books (N Y Herald Tribune),79.66666666666667
6085,No Am 225:adv Ja,No Am,82.66666666666667
6086,h Books (N Y Herald Tribune),Books (N Y Herald Tribune),98.66666666666667
6087,"Janet, the book would be considerably better."" N Y Times",N Y Times,76.33333333333333
6089,"easily have become a caricature."" h N Y Times",N Y Times,78.33333333333333
6090,h Bo«ton Transcript pi My,Boston Transcript,83.33333333333333
6091,Lit R pi Mr,Lit R,87.33333333333333
6092,N Y Times pg F,N Y Times,92.66666666666667
6093,NY Evening Post pS S,N Y Evening Post,87.66666666666667
6094,NY World pllm N,N Y World,78.33333333333333
6095,New Repub 52:sup359 N,New Repub,86.66666666666667
6096,is very_dulir statesman,New Statesman & Nation,54.666666666666664
6097,New Statesman',New Statesman & Nation,90.66666666666667
6098,Spec 138:sup872 My,Spec,78.66666666666667
6099,"'""f! Lit R",Lit R,94.33333333333333
6100,of the most noteworthy English books of,Books,67.66666666666667
6101,'l<5t+ Sat R of Lit,Sat R of Lit,94.33333333333333
6102,Boo km 65:xxxvii Ap,Bookm,54.666666666666664
6103,-f- Atlantic's Bookshelf My,Atlantic Bookshelf,91.0
6104,-| Books (N Y Herald Tribune),Books (N Y Herald Tribune),100.0
6105,N Y World plOra Ap,N Y World,89.0
6106,Book! (N Y Herald Tribune) pll My,Books (N Y Herald Tribune),89.0
6108,j Sprlngf'd Republican,Springfield Republican,78.66666666666667
6109,Spring.f'd Republican,Springfield Republican,81.33333333333333
6110,-T- Boston Transcript,Boston Transcript,98.0
6111,Lit R pg Mr,Lit R,87.33333333333333
6112,f- Books (N Y Herald Tribune),Books (N Y Herald Tribune),98.66666666666667
6113,at times be commonplace the situations even,N Y Times,51.333333333333336
6115,Booki (N Y Herald Tribune),Books (N Y Herald Tribune),96.0
6117,Books (N Y Herald Tribune) plS Ap,Books (N Y Herald Tribune),95.66666666666667
6118,-I Books (N Y Herald Tribune),Books (N Y Herald Tribune),98.66666666666667
6119,i- Outlook,Outlook,96.0
6120,Books (N Y Herald Tribune) pll Ag,Books (N Y Herald Tribune),95.66666666666667
6121,Books (N Y Herald Tribune) pll Je,Books (N Y Herald Tribune),95.66666666666667
6122,Lit Sup,Times [London] Lit Sup,84.0
6123,Cleveland Open Shelf pi IS N,Cleveland Open Shelf,94.33333333333333
6124,-J Books (N Y Herald Tribune) plS N,Books (N Y Herald Tribune),95.33333333333333
6125,N Y World pGm Jl,N Y World,90.66666666666667
6126,N Y World pllm N,N Y World,90.66666666666667
6128,i New Statesman,New Statesman & Nation,88.66666666666667
6129,Boo km 66:xxll Ja,Bookm,56.666666666666664
6131,* politics.,Booklist,50.0
6132,"an Impression of discontinuity and scrapplness."" Nation and Ath",Nation and Ath,79.0
6133,i- New Statesman,New Statesman & Nation,86.66666666666667
6134,Books (N Y Herald Tribune) plO My,Books (N Y Herald Tribune),95.66666666666667
6135,!• Books (N Y Herald Tribune),Books (N Y Herald Tribune),100.0
6136,Books (N Y Herald Tribune) pi Mr,Books (N Y Herald Tribune),96.33333333333333
6137,"his finest achievement"" C. P. Fadiman Nation",Nation,75.33333333333333
6138,Spec 138:sup661 Ap,Spec,78.66666666666667
6139,Books (N Y Herald Tribune) pi O,Books (N Y Herald Tribune),97.0
6141,Books (N Y Herald Tribune) plO Ag,Books (N Y Herald Tribune),95.66666666666667
6142,i- N Y Times plO Ap,N Y Times,89.0
6143,Spec 138:sup871 My,Spec,78.66666666666667
6144,•| Springf'd Republican,Springfield Republican,87.33333333333333
6145,-| ind,Ind,89.0
6146,\- Sprlngrd Republican,Springfield Republican,81.0
6147,Manufacturing Ind,Ind,76.66666666666667
6148,NY Evening Post pll O,N Y Evening Post,85.33333333333333
6149,Bookm 65:xxxvll Ap,Bookm,81.0
6150,N Y Times plS Mr,N Y Times,90.66666666666667
6151,Nation and Atn,Nation and Ath,93.0
6153,"Ve""' Books (N Y Herald Tribune)",Books (N Y Herald Tribune),98.0
6154,"theatrical.''^, [London] L|t Sup",Times [London] Lit Sup,70.33333333333333
6155,Nation 125:sup663 D,Nation,82.66666666666667
6156,N Y Evening Post plO D,N Y Evening Post,94.66666666666667
6157,Sp«c,Spec,82.33333333333333
6158,-f- Booklist,Booklist,96.33333333333333
6159,New Repub 52:sup358 N,New Repub,86.66666666666667
6160,Book* (N Y Herald Tribune),Books (N Y Herald Tribune),97.33333333333333
6161,I Time* [London] Lit Sup,Times [London] Lit Sup,93.66666666666667
6162,Am Anthropol,No Am,52.666666666666664
6163,Books (N Y Hearald Tribune),Books (N Y Herald Tribune),97.33333333333333
6164,Time [London] Lit Sup,Times [London] Lit Sup,96.33333333333333
6165,f- N Y World plOm Mr,N Y World,88.0
6166,heart-; git SRCo?IbLit,Lit R,51.666666666666664
6167,+PBooks (N Y Herald Tribune),Books (N Y Herald Tribune),90.33333333333333
6168,"""l",A L A Bkl,56.666666666666664
6169,Wis Lib Bui 23:2GO N,Wis Lib Bui,90.33333333333333
6170,Spec 138:sup662 Ap,Spec,78.66666666666667
6172,^ Nation and Ath,Nation and Ath,100.0
6174,-| Sat R ol Lit,Sat R of Lit,92.0
6175,'Books (N Y Herald Tribune) pi Ja,Books (N Y Herald Tribune),96.33333333333333
6176,Lit R pi Ja,Lit R,87.33333333333333
6177,New Repub 50:sup352 My,New Repub,86.0
6178,New Statesman 27:7-10 O,New Statesman & Nation,70.66666666666667
6179,Lit R pig O,Lit R,87.33333333333333
6181,"of the main theme has suffered."" h N Y Times",N Y Times,78.33333333333333
6182,i Sat R,Sat R,94.33333333333333
6183,Bookm 66:lii D,Bookm,84.33333333333333
6184,Boston Transcript pC,Boston Transcript,97.33333333333333
6185,j- New Statesman,New Statesman & Nation,84.66666666666667
6186,Books (N Y Herald Tribune) pll Mr,Books (N Y Herald Tribune),95.66666666666667
6187,STimes [London] Lit Sup,Times [London] Lit Sup,93.66666666666667
6188,Bookm 65:xxxv Ap,Bookm,82.66666666666667
6189,Books (N Y Herald Tribune) pg Je,Books (N Y Herald Tribune),96.33333333333333
6190,N Y World pllm O,N Y World,90.66666666666667
6192,"-|"" Nation and Ath",Nation and Ath,100.0
6193,Cleveland Open Shelf pllS N,Cleveland Open Shelf,95.0
6194,_) Bookm 6G:xxiv Ja,Bookm,81.0
6195,Books (N Y Herald Tribune) pig Ja,Books (N Y Herald Tribune),95.66666666666667
6196,-( Boston Transcript,Boston Transcript,100.0
6197,l°ljL-_ Nation,Nation,87.66666666666667
6198,• j • Boston Transcript,Boston Transcript,98.0
6199,. Times [London] Lit Sup,Times [London] Lit Sup,100.0
6200,Book! (N Y Herald Tribune),Books (N Y Herald Tribune),97.33333333333333
6201,"Lit S""P",S,75.0
6202,Bookltet,Booklist,75.0
6203,Sat R 143:3GO Mr,Sat R,82.66666666666667
6205,N Y World N,N Y World,96.66666666666667
6207,"ing the empyrean at inconvenient moments."" f- N Y Time*",Time,71.66666666666667
6208,N Y Evening Post plS O,N Y Evening Post,94.66666666666667
6210,NY Evening Post plS O,N Y Evening Post,85.33333333333333
6211,-I NY Evening Post plO N,N Y Evening Post,86.33333333333333
6213,LBooks <N Y Herald Tribune),Books (N Y Herald Tribune),89.0
6214,mann].,Freeman,59.0
6215,"a good picture of it all."" Sat R of Lit",Sat R of Lit,83.0
6216,-) NY World,N Y World,90.0
6217,Bookm 65:xxix Mr,Bookm,82.66666666666667
6218,Tlm«s [London] Lit Sup,Times [London] Lit Sup,91.66666666666667
6219,N Y Tlm«s,N Y Times,80.66666666666667
6220,:Llt R,Lit R,80.0
6221,Nation and Ath 40:sup366 D,Nation and Ath,90.0
6223,Cleveland Open Shelf pllO S,Cleveland Open Shelf,95.0
6224,Books (N Y Herald Tribune) plS Mr,Books (N Y Herald Tribune),95.66666666666667
6226,H-+'_F°NmYnTlmes,N Y Times,59.0
6227,R of Rs 76:advl2 N,R of Rs,85.33333333333333
6228,Sprlngf'd Republican plO O,Springfield Republican,74.66666666666667
6230,Atlantic'* Bookshelf S,Atlantic Bookshelf,94.66666666666667
6231,Times [London] Lit Sup pSOZ Jl,Times [London] Lit Sup,94.33333333333333
6233,N Y Tiitnes,N Y Times,75.66666666666667
6234,"'Miss Tiverton,' and less closely written."" h Sat R of Lit",Sat R of Lit,79.0
6235,NY World plOm Ap,N Y World,72.0
6236,Cleveland Open- Shelf,Cleveland Open Shelf,98.33333333333333
6237,France).,Freeman,60.333333333333336
6238,"passing significance and strength."" h N Y Times",N Y Times,77.66666666666667
6239,J Tlmea TLondon] Lit Sup,Times [London] Lit Sup,67.33333333333333
6240,", Living Age",Living Age,100.0
6241,! Times [London] Lit Sup,Times [London] Lit Sup,100.0
6243,-i Books (N Y Herald Tribune),Books (N Y Herald Tribune),98.66666666666667
6244,GEORGIAN stories.,N Y Times,50.666666666666664
6245,"and weary the patience of the reader."" h N Y Times",N Y Times,77.33333333333333
6246,-j Books (N Y Herald Tribune),Books (N Y Herald Tribune),98.66666666666667
6247,Books (N Y Herald Tribune) pit Ja,Books (N Y Herald Tribune),95.66666666666667
6248,Books (N Y Herald Tribune) pll Ja,Books (N Y Herald Tribune),95.66666666666667
6249,j Books (N Y Herald Tribune),Books (N Y Herald Tribune),98.66666666666667
6250,Time« [London] Lit Sup,Times [London] Lit Sup,96.33333333333333
6251,Cleveland Open Shelf pl!2 S,Cleveland Open Shelf,95.0
6252,NY Tlmee,N Y Times,64.33333333333333
6253,; Nation and Ath,Nation and Ath,100.0
6254,-i Nation and Ath,Nation and Ath,97.66666666666667
6255,r N Y Evening Poit,N Y Evening Post,90.0
6256,Dial press,Dial,85.66666666666667
6257,"votion."" Times [London] Lit Sup",Times [London] Lit Sup,95.0
6258,^Jimes f-ondon] Lit Sup,Times [London] Lit Sup,70.66666666666667
6259,-I NY World plOm N,N Y World,77.0
6260,-f. Boston Transcript,Boston Transcript,98.0
6261,(- Books (N Y Herald Tribune),Books (N Y Herald Tribune),100.0
6263,h- N Y Evening Post,N Y Evening Post,98.0
6264,ay °+ Spec,Spec,91.0
6265,_ Sat R of Lit,Sat R of Lit,97.33333333333333
6266,-I Lit R plO Mr,Lit R,84.33333333333333
6267,Books (N Y Herald Tribune) plO F,Books (N Y Herald Tribune),96.33333333333333
6268,Lit R F,Lit R,94.33333333333333
6269,Book* (N Y Herald Tribune) pll Je,Books (N Y Herald Tribune),89.0
6270,NY World plOm O,N Y World,72.66666666666667
6271,Nation 125:sup652 D,Nation,82.66666666666667
6272,NY Evening Post plO O,N Y Evening Post,85.33333333333333
6273,NY World plOm N,N Y World,78.33333333333333
6274,-) Books (N Y Herald Tribune),Books (N Y Herald Tribune),100.0
6275,Cleveland Open Shelf pl!9 N,Cleveland Open Shelf,95.0
6276,Pittsburah Mo Bui,Pittsburgh Mo Bui,94.0
6277,Books (N Y Herald Tribune) pi F,Books (N Y Herald Tribune),97.0
6278,-!• Outlook,Outlook,100.0
6279,No Am 224:adv O,No Am,83.33333333333333
6280,Bookm 66:xxxv O,Bookm,83.33333333333333
6281,~'me* [L°nd°n] Lit Sup,Times [London] Lit Sup,77.33333333333333
6282,"to make each sentence."" Lucy Goldthwaite N Y Evening Pot pll O",N Y Evening Post,71.33333333333333
6283,"succeeds in being at least good imitation."" h N Y Times",N Y Times,76.33333333333333
6284,"and his young ward."" Spec",Spec,76.66666666666667
6285,over lt-;'Bolton Tran8cript,Boston Transcript,76.66666666666667
6286,Booklist 23:3S3 Je,Booklist,87.33333333333333
6287,Uit R,Lit R,66.66666666666667
6288,-Times [London] Lit Sup,Times [London] Lit Sup,100.0
6289,"little Justice to her talents."" L. P. Hartley (- Sat R",Sat R,73.0
6290,_f. Timei [London] Lit Sup,Times [London] Lit Sup,90.33333333333333
6291,-j- New Repub,New Repub,96.66666666666667
6292,N Y Evening Post plO O,N Y Evening Post,94.66666666666667
6293,Sprlnafd Republican,Springfield Republican,76.66666666666667
6294,tists),Current Hist,53.666666666666664
6296,Trlbune>,N Y Tribune,71.33333333333333
6297,"combatant daughter to an unhappy end."" N Y",N,68.33333333333333
6298,m°¥ Sat^Jf'tlt,Sat R,60.666666666666664
6299,POWer--i: Nation *ndrAth,Nation,81.33333333333333
6301,Springf'd Republican plO N,Springfield Republican,78.66666666666667
6302,"squad and weds a count.""—Books (N",Books,76.33333333333333
6305,h Books (N Y Herald Tribune) plO O,Books (N Y Herald Tribune),95.33333333333333
6306,Wic Lib Bui,Wis Lib Bui,91.0
6307,New Statesman.,New Statesman & Nation,90.66666666666667
6308,I- Books (N Y Herald Tribune),Books (N Y Herald Tribune),98.66666666666667
6309,Lit R pi Ap,Lit R,87.33333333333333
6310,Llvina Age,Living Age,80.0
6311,". ""A,s",S,50.0
6312,Bookm 66:lli D,Bookm,84.33333333333333
6313,..Books (N Y Herald Tribune) plO Ja,Books (N Y Herald Tribune),95.66666666666667
6314,Book* (N Y Herald Tribune) pig Ja,Books (N Y Herald Tribune),89.0
6315,"ing."" Boston Transcript",Boston Transcript,96.33333333333333
6316,Nation 123:sup621 D,Nation,82.66666666666667
6317,£• Books (N Y Herald Tribune),Books (N Y Herald Tribune),100.0
6318,Sprlngf'd Republican pTf F,Springfield Republican,74.66666666666667
6319,Tribune),N Y Tribune,90.33333333333333
6320,Little,Lit R,56.666666666666664
6321,Cleveland Open Shelf pl!8 N,Cleveland Open Shelf,95.0
6322,"""zOOw""6* [London:i Llt SuP",Times [London] Lit Sup,65.33333333333333
6323,N Y Evening Post pS Ag,N Y Evening Post,94.66666666666667
6324,Books (N Y Herald Tribune) plO Jl,Books (N Y Herald Tribune),95.66666666666667
6325,NY Evening Pott,N Y Evening Post,86.0
6326,-r Books (N Y Herald Tribune),Books (N Y Herald Tribune),98.66666666666667
6328,.( New Repub,New Repub,100.0
6329,N Y Evening Post pS Je,N Y Evening Post,94.66666666666667
6330,Spec 139:sup848 N,Spec,79.33333333333333
6331,N Y World plOm O,N Y World,90.66666666666667
6332,[L°ndon] Llt SuP,Times [London] Lit Sup,75.66666666666667
6333,Books (N Y Herald Tribune) pig Mr,Books (N Y Herald Tribune),95.66666666666667
6334,Books (N Y Herald Tribune) pis Ja,Books (N Y Herald Tribune),95.66666666666667
6335,-\ Llvina Age,Living Age,80.0
6336,ablebook/' Y Tjmcg,Bookm,52.0
6337,B_| spec,Spec,82.66666666666667
6338,Bookm 65:xxvili Mr,Bookm,81.0
6339,Cleveland Open. Shelf,Cleveland Open Shelf,98.33333333333333
6341,)- Books (N Y Herald Tribune),Books (N Y Herald Tribune),100.0
6342,Bookm 66:xxil Ja,Bookm,82.66666666666667
6343,-I New Statesman 30:supxiv N,New Statesman & Nation,71.66666666666667
6344,NY World pllm D,N Y World,72.66666666666667
6345,[- Atlantic's Bookshelf D,Atlantic Bookshelf,93.0
6346,N Y Evening Post plO N,N Y Evening Post,94.66666666666667
6347,N Y World plOm N,N Y World,90.66666666666667
6348,Book« (N Y Herald Tribune),Books (N Y Herald Tribune),97.33333333333333
6349,(• Boston Transcript,Boston Transcript,100.0
6350,h Time* [London] Lit Sup,Times [London] Lit Sup,93.66666666666667
6351,H<!rald Tribune>,Books (N Y Herald Tribune),73.33333333333333
6352,Books (N Y Herald Tribune) pis Mr,Books (N Y Herald Tribune),95.66666666666667
6353,. Books (N Y Herald Tribune),Books (N Y Herald Tribune),100.0
6354,N Y Evening Post pll N,N Y Evening Post,94.66666666666667
6355,Cleveland Open Shelf pllg N,Cleveland Open Shelf,95.0
6356,Booklist 23:3SG Je,Booklist,87.33333333333333
6357,No Am 225:aclv Ja,No Am,81.66666666666667
6358,_ Books (N Y Herald Tribune),Books (N Y Herald Tribune),98.66666666666667
6360,"'+""— N Y Tlme«",N Y Times,80.66666666666667
6361,'sat'R of Lit,Sat R of Lit,94.33333333333333
6362,-{ Books (N Y Herald Tribune) pi Mr,Books (N Y Herald Tribune),96.33333333333333
6363,Dial 83:2G4 S,Dial,82.33333333333333
6364,[London:I Llt SuP,Times [London] Lit Sup,76.33333333333333
6365,"Thousand ""ands.",Nation and Ath,51.333333333333336
6366,N Y Time* pD F,Time,82.33333333333333
6367,Spec 138:sup062 Ap,Spec,78.66666666666667
6368,-| • Bookm,Bookm,100.0
6369,Book* (N Y Herald Tribune) pH Ja,Books (N Y Herald Tribune),90.0
6370,Times [London] Lit Sup p«l Jl,Times [London] Lit Sup,95.66666666666667
6371,(- N Y Evening Post plO O,N Y Evening Post,94.66666666666667
6372,Nation and Ath 41:sup236 My,Nation and Ath,89.33333333333333
6373,Wilson.,Wilson bulletin,81.0
6375,Books (N Y Herald Tribune) pi Ag,Books (N Y Herald Tribune),96.33333333333333
6376,•f Nation,Nation,95.33333333333333
6377,Books ( N Y Herald Tribune),Books (N Y Herald Tribune),98.66666666666667
6378,"tell than this, and has told them better"" Outlook",Outlook,75.33333333333333
6379,Hogarth.,Ath,62.333333333333336
6380,N Y Evening Post plO S,N Y Evening Post,94.66666666666667
6381,-i Atlantic's Bookshelf S,Atlantic Bookshelf,91.66666666666667
6382,i N Y Evening Post,N Y Evening Post,98.0
6383,-| Sprinflf'd Republican,Springfield Republican,85.33333333333333
6384,structure.,Survey,53.666666666666664
6385,Bookm 65:xxviii Mr,Bookm,81.0
6386,"communicates itself to us."" L. P. Hartley h Sat R",Sat R,73.33333333333333
6387,h N Y Evening Post plO D,N Y Evening Post,93.33333333333333
6388,Springf*d Republican,Springfield Republican,85.66666666666667
6389,"est; It should be more austerely presented."" h Spec",Spec,71.66666666666667
6390,"for the book's mediocrity."" Jane Cassidy h Lit R",Lit R,73.33333333333333
